topic,name,weight,note,image_name
水浒传,小霸王 周通,,"青州人，绰号""小霸王“早先在桃花山落草为王。因外表酷似项羽，人称“小霸王”，使一杆走水绿沉枪。上梁山后，周通被封为马军征将兼远探出哨头领第十六名，排梁山好汉第八十七位，星号地空星。征讨方腊时，周通阵亡。死后追封：义节郎。",小霸王 周通.png
水浒传,急先锋 索超,,原本是北京大名府(即现在的河北邯郸大名县)的留守正牌军，是当时大名府赫赫有名的一位上将。他的称号“急先锋”的由来是因为他在每次战斗的时候总是第一个冲锋在前，于是便有了“急先锋”这个称号。,急先锋 索超.png
水浒传,扑天雕 李应,,江湖人称扑天雕，书中说他“鹘眼鹰睛头似虎，燕颔猿臂狼腰，疏财仗义结英豪。爱骑雪白马，喜著绛红袍。,扑天雕 李应.png
水浒传,打虎将 李忠,,原来是江湖上使枪弄棒卖药的，头尖骨脸似蛇形，人称“打虎将”，他是教史进武艺的启蒙老师。,打虎将 李忠.png
水浒传,拚命三郎 石秀,,建康府人，平生性直，路见不平，便要舍命相助，以此人称拼命三郎。,拚命三郎 石秀.png
水浒传,插翅虎 雷横,,原是郓城县步兵都头，打铁出身，学了一身好武艺，雷横膂力惊人，能跳过二三丈宽的涧水，因此绰号“插翅虎”。,插翅虎 雷横.png
水浒传,摩云金翅 欧鹏,,黄州人，因身材健壮，快步捷如飞腾，人称“摩云金翅”，有一身好武功，军班子弟，随军守把大江军户。,摩云金翅 欧鹏.png
水浒传,摸著天 杜迁,,是梁山英雄的创建者，是梁山泊元老级人物。,摸著天 杜迁.png
水浒传,操刀鬼 曹正,,开封府人氏，林冲的徒弟，祖辈是屠户出身，善于杀猪剥牛，从而人称“操刀鬼”。,操刀鬼 曹正.png
水浒传,旱地忽律 朱贵,,沂州沂水县人，梁山第九十二条好汉。林冲上梁山时，在梁山脚下一酒店里遇到朱贵。朱贵是梁山王伦手下的耳目，江湖上叫“旱地忽律”。朱贵以开酒店为名，专门探听往来客商的消息。,旱地忽律 朱贵.png
水浒传,智多星 吴用,,山东郓城县人，表字学究，道号加亮先生，他广读诗书，精通韬略，足智多谋，人称智多星。,智多星 吴用.png
水浒传,母夜叉 孙二娘,,张青之妻。在孟州道十字坡与张青开酒店卖人肉，专干杀人夺货的勾当。,母夜叉 孙二娘.png
水浒传,母大虫 顾大嫂,,登州人氏，性情彪悍，颇有武艺，人称母大虫。他与丈夫孙新居住在登州东门外十里牌，家中不但开张酒店，还杀牛放赌。,母大虫 顾大嫂.png
水浒传,毛头星 孔明,,是青州人氏，居住在白虎山下孔家庄，是庄主孔太公长子，人称毛头星。他曾收留犯下命案的宋江，因好习枪棒，得宋江点拨武艺，遂与弟弟孔亮一同拜其为师。,毛头星 孔明.png
水浒传,没羽箭 张清,,是彰德府人，虎骑出身。人长得是风流倜傥，戴着红头巾，公狗腰、猿猴臂，身材健硕，难得一个风流武将。,没羽箭 张清.png
水浒传,没遮拦 穆弘,,为江州揭阳镇人氏，出身富户，是当地一霸。后来参与营救宋江，大闹江州，是白龙庙二十九英雄之一。,没遮拦 穆弘.png
水浒传,没面目 焦挺,,中山府人氏，其祖传三代，都以相扑为生，独门单传三十六路擒龙手，功夫也是了得。可惜，焦挺无人投奔，平生最无面目，因此被称为“没面目”。,没面目 焦挺.png
水浒传,洪太尉,,释放了一百零八魔君。,
水浒传,活闪婆 王定六,,家中排行第六。因为走跳得快，人人都唤做活闪婆王定六。平生只好赴水使棒，多曾投师，不得传受，便在江边与其父卖酒度日，上山前为扬子江边酒店老板。,活闪婆 王定六.png
水浒传,活阎罗 阮小七,,绰号“活阎罗”，他是《水浒传》中众多处于社会底层深受压迫的劳动人民中的一员，也是水泊梁山一百零八将之一，和兄弟阮小二、阮小五并称“阮氏三雄”。,活阎罗 阮小七.png
水浒传,浪子 燕青,,原为北京人氏，自幼父母双亡，在卢俊义家中长大，吹箫唱曲样样能行，射箭发镖百步穿杨，人称“浪子燕青”。,浪子 燕青.png
水浒传,浪里白条 张顺,,是这一百零八位好汉中的一位，他排名三十，被人们称为“浪里白条”，有一身雪白雪白的肌肉，他自小便有一身特别好的水性，可以在水底待上整整七天七夜却完好无损，简直可以和鱼儿相比。,浪里白条 张顺.png
水浒传,混世魔王 樊瑞,,有着一身的妖法，神出鬼没的，并且常常与八臂哪吒项充、飞天大圣李衮一同去打家劫舍，于是就得了个混世魔王的称号。他曾夸下海口要吞并梁山，但是最终败在公孙胜的手下，归顺梁山，成为108位梁山好汉中的第61位。,混世魔王 樊瑞.png
水浒传,混江龙 李俊,,绰号混江龙，庐州人氏，原为扬子江艄公，兼贩私盐，是揭阳岭一霸。来参与与营救宋江，大闹江州，是白龙庙二十九英雄之一。,混江龙 李俊.png
水浒传,潘金莲,,几百年来，她一直被钉在历史耻辱柱上，堪称妖艳、淫荡、狠毒的典型。,潘金莲.png
水浒传,火眼狻猊 邓飞,,是盖天军襄阳府的人，他对应星魁是地阖星，他原本是一名饮马川草寇，后跟寨主裴宣、孟康一起投靠梁山。,火眼狻猊 邓飞.png
水浒传,独火星 孔亮,,性格火爆，独火星孔亮又名地狂星，是毛头星孔明的弟弟。也是孔家的二公子。,独火星 孔亮.png
水浒传,独角龙 邹润,,邹润，双林龙邹渊的侄儿，是山东莱州人，他与叔叔邹润是梁山少见的叔侄组合，叔叔绰号“双林龙”，邹润绰号“独角龙”。,独角龙 邹润.png
水浒传,玉幡竿 孟康,,祖籍真定州人氏，因长得人高马大，又极白净，一身好肉体，人称“玉幡竿”，善于制造大小船只。,玉幡竿 孟康.png
水浒传,玉臂匠 金大坚,,原是金石雕刻家，善刻碑文、印章，亦会枪棒厮打。,玉臂匠 金大坚.png
水浒传,玉麒麟 卢俊义,,北京城里的员外大户，一身好武艺，棍棒天下无双。,玉麒麟 卢俊义.png
水浒传,王升,,都军教头，八十万禁军教头王进父亲，路见不平打高俅。,
水浒传,病关索 杨雄,,祖籍河南，家中有一娇妻名潘巧玉。杨雄因为“一身好武艺，面貌微黄”，所以有人称其为“病关索”。在蓟州任命为两院押狱兼充市曹行刑刽子。,病关索 杨雄.png
水浒传,病大虫 薛永,,河南洛阳人，靠卖药使枪棒度日，江湖人称“病大虫”。宋江被发配江州，揭阳镇上见薛永枪棒使得好，便赏了他五两银子，两人因此相识。宋江浔阳楼写反诗，被押往法场杀头，薛永等人去劫法场，后随梁山人马上山，被封为步军将校第五名，排梁山第八十四条好汉。征讨方腊时，薛永阵亡。,病大虫 薛永.png
水浒传,病尉迟 孙立,,原是登州兵马提辖，绰号“病尉迟”。,病尉迟 孙立.png
水浒传,白日鼠 白胜,,姓白，留两撇小胡子，人长得较矮偏胖，但动作敏捷，为人精明，于是人送外号“白日鼠”。,白日鼠 白胜.png
水浒传,白花蛇 杨春,,是蒲州解良人氏，善使大杆刀，生得瘦臂长腰，人称白花蛇。他因“累被官司逼迫”，与朱武、陈达一同在华州少华山落草，聚集五七百个小喽啰打家劫舍。,白花蛇 杨春.png
水浒传,白面郎君 郑天寿,,是苏州人氏，生得白净俊俏，人称白面郎君。他原以打银为生，因好习枪棒，流落江湖，后与锦毛虎燕顺、矮脚虎王英一同在青州清风山落草，曾与王五六十回五六十合，不分胜败。,白面郎君 郑天寿.png
水浒传,百胜将 韩滔,,原是东京人氏，曾应过武举出身。使一条枣木槊，人称百胜将。,百胜将 韩滔.png
水浒传,短命二郎 阮小五,,是梁山一百零八个好汉之一，梁山大聚义之时排名第二十九。在上梁山之前，阮小二只是梁山泊旁石碣村的一个与自家兄弟以打渔为生的渔夫，阮小二阮小五阮小七都是梁山好汉，同时又被称为是阮氏三雄。,短命二郎 阮小五.png
水浒传,矮脚虎 王英,,是两淮人氏，生得五短身材，人称矮脚虎。他原是车家出身，半路见财起意，便劫了客人，结果事发被捕。后越狱逃走，到青州清风山落草，与锦毛虎燕顺、白面郎君郑天寿一同打家劫舍。,矮脚虎 王英.png
水浒传,石将军 石勇,,北京大名府人(今河北省邯郸市大名县)，好赌，绰号“石将军”。因赌博打死了人，逃到柴进庄上避难，后前去投靠宋江。,石将军 石勇.png
水浒传,神医 安道全,,建康府(今江苏南京)人。系民间医生，是当地一个小有名气的祖传名医，内外科都很擅长，曾经治好过“浪里白条”张顺母亲的背疾、宋江的背疾。,神医 安道全.png
水浒传,神机军师 朱武,,定远人氏，能使两口双刀，精通阵法，很有谋略。,神机军师 朱武.png
水浒传,神火将 魏定国,,绰号神火将军，凌州人氏，原为凌州团练使，善用火攻。他与单廷珪一同奉诏征讨梁山，尚未出征便被关胜围城，城破后归顺梁山。,神火将 魏定国.png
水浒传,神算子 蒋敬,,梁山108将之一，职司考算钱粮支出纳入。祖贯为湖南潭州，原为落科举子，因科举不第弃文就武。精通书算，又能刺枪使棒，布阵排兵，人称“神算子”。,神算子 蒋敬.png
水浒传,神行太保 戴宗,,原是江州两院押牢节级，为人仗义疏财，能日行八百里，江湖人称“神行太保”。,神行太保 戴宗.png
水浒传,立地太岁 阮小二,,是石碣村人，是个渔民，也曾经做过私商，所谓私商，现代就是走私，大概也是卖私盐的。阮小二身为阮氏三雄的老大，一样的武艺出众，义气当先，敢为兄弟赴汤蹈火。,立地太岁 阮小二.png
水浒传,童贯,,字道夫，开封人，北宋权宦，“六贼”之一，性巧媚。初任供奉官，在杭州为徽宗搜括书画奇巧，助蔡京为相，京荐其为西北监军，领枢密院事，掌兵权二十年，权倾内外。,童贯.png
水浒传,笑面虎 朱富,,朱富是朱贵的弟弟，沂州(今山东临沂)沂水县人，在县城西门外开了个酒店。他为人和善，笑口常开，但心思缜密，机智多谋，人送外号笑面虎。,笑面虎 朱富.png
水浒传,紫髯伯 皇甫端,,原是东昌府城内著名的兽医，善能相马，通晓各种牲口寒暑病症，下药用针，无不痊愈，颇受人称颂：“传家艺术无人敌，安骥年来有神力。回生起死妙难言，拯惫扶危更多益”。,紫髯伯 皇甫端.png
水浒传,美髯公 朱仝,,原是郓城县巡捕马兵都头，他身高八尺五寸，生得面如重枣、目若朗星，颌下一部虎须，长一尺五寸，很象关云长的形象，因此，大家都称他作“美髯公”。,美髯公 朱仝.png
水浒传,翻江蜃 童猛,,浔阳江边人，童猛的兄弟。在江上贩私盐，住在混江龙李俊家，大江中能伏水，会驾船，江湖上人称“翻江蜃”。,翻江蜃 童猛.png
水浒传,船火儿 张横,,江州人，绰号船火儿，天平星，梁山好汉排名第28位。张横作为梁山将领，领兵征战，征讨方腊时病故。,船火儿 张横.png
水浒传,花和尚 鲁智深,,本名鲁达，是渭州经略府提辖，出家后法名智深，因脊背上刺有花绣，人称花和尚。,花和尚 鲁智深.png
水浒传,花项虎 龚旺,,浑身上刺着虎斑，脖项上吞着虎头，马上会使飞枪。,花项虎 龚旺.png
水浒传,菜园子 张青,,孟州人，早年的时候在孟州道光明寺的菜园子，给寺庙里的和尚种菜为生，所以得了绰号“菜园子”、“净街罗”。,菜园子 张青.png
水浒传,蔡京,,字元长，北宋末权奸。蔡京是北宋最腐败昏庸的宰相之一。北宋末，太学生陈东上书，称蔡京为“六贼之首”。宋钦宗即位后，蔡京被贬岭南，途中死于潭州。,蔡京.png
水浒传,行者 武松,,山东清河县人。排行第二，人称武二郎，血溅鸳鸯楼后，为逃避缉捕，改为行者打扮，故亦称“行者武松”。,行者 武松.png
水浒传,西门庆,,号四泉，原是阳谷县的一个落魄财主，后来开了一家生药铺。为人奸诈，贪淫好色，使得些好枪棒，是个受人另眼看待的暴发户兼地头蛇，害死武大郎。,西门庆.png
水浒传,豹子头 林冲,,原为东京八十万禁军教头，生得豹头环眼，燕领虎须，绰号豹子头。,豹子头 林冲.png
水浒传,赛仁贵 郭盛,,外号“赛仁贵”，四川嘉陵是祖籍，血气方刚白甲衣;江湖人称赛仁贵，手中一条方天戟。,赛仁贵 郭盛.png
水浒传,赤发鬼 刘唐,,祖籍东潞州人氏，“颇也学得本事，休道三五个汉子，便是一二千军马队中，拿条枪，也不惧他”。在石碣上是“天异星”。,赤发鬼 刘唐.png
水浒传,跳涧虎 陈达,,邺城人氏，使一条出白点钢枪，江湖人称“跳涧虎”来是原为少华山二头领。在史家庄一战，陈达被史进活捉，朱武、杨春请史进将他们三个头领一同送官治罪。史进见他们义气深重，便放了陈达。后他为救史进，在梁山军马帮助下闹华州时归顺了梁山。,跳涧虎 陈达.png
水浒传,轰天雷 凌振,,有着宋朝天下第一炮手的称号，非常善于制造火炮。,轰天雷 凌振.png
水浒传,通臂猿 侯健,,祖居洪都，做得一手裁缝好活，飞针走线，技艺高超。爱使枪弄棒，长得黑瘦轻捷，人唤“通臂猿”。,通臂猿 侯健.png
水浒传,金枪手 徐宁,,梁山第十八条好汉，马军八骠骑兼先锋使第二，原来是京师金枪班教头。,金枪手 徐宁.png
水浒传,金毛犬 段景住,,原来是河北涿州一位贩卖马匹的好汉，会识别好马，以前为盗马贼，他在长城外盗得一匹好马，名叫“照夜玉狮子马”。,金毛犬 段景住.png
水浒传,金眼彪 施恩,,为孟州牢房管营之子。当年武松杀了西门庆、潘金莲后，被发配孟州城，安平寨，与小管营施恩相识，不曾吃得苦头。施恩使得一身好拳棒，在快活林里开着一个酒肉店。蒋门神霸占了施恩的酒店。武松醉打蒋门神，替施恩夺回了酒店。曾投靠武松落草二龙山。后施恩被迫上了梁山泊。,金眼彪 施恩.png
水浒传,金钱豹子 汤隆,,号称地孤星金钱豹子，汤隆祖宗几代以打造军器为生。,金钱豹子 汤隆.png
水浒传,铁叫子 乐和,,原是登州城里看守监狱的小牢子，祖籍茅州人氏。乐和聪明伶俐，各种乐曲，一学着便会，又有一副好嗓音，人称“铁叫子乐和”。,铁叫子 乐和.png
水浒传,铁扇子 宋清,,宋清是宋江的弟弟，梁山好汉之一。,铁扇子 宋清.png
水浒传,铁笛仙 马麟,,祖贯是南京建康人氏。原是小番子闲汉出身，吹得一曲好铁笛，使打双大滚刀，百十人近他不得。,铁笛仙 马麟.png
水浒传,铁臂膊 蔡福,,北京大名府人(今河北省邯郸市大名县)，原为大名府两院押狱兼行刑刽子手，因杀人手段高强，人呼“铁臂膊”。梁山人马攻打大名府时，蔡福、蔡庆兄弟两个无路可走只好上了梁山，专管梁山杀人行刑的事情。,铁臂膊 蔡福.png
水浒传,铁面孔目 裴宣,,是京兆府人氏，出身吏员，曾任本府六案孔目，因刚正不阿，人称铁面孔目。他不但刀笔精通，而且善使双剑，智勇足备。后被贪官陷害，刺配沙门岛，途经饮马川时被邓飞、孟康救下，因年纪最长，推为寨主。,铁面孔目 裴宣.png
水浒传,锦毛虎 燕顺,,山东莱州人氏，原是羊马贩子，只因赤发黄须，臂长腰阔，江湖人称“锦毛虎”。,锦毛虎 燕顺.png
水浒传,锦豹子 杨林,,外号锦豹子，入伙介绍人是公孙胜。,锦豹子 杨林.png
水浒传,镇三山 黄信,,原是青州知府慕容彦达麾下兵马都监，乃青州指挥司总管本州兵马统制霹雳火秦明的徒弟，因为他本身武艺高强，威镇青州，兼那青州地面，所管下有三座恶山：清风山、二龙山、桃花山。这三处都是强人草寇出没的去处。黄信却自夸要捉尽三山人马，因此唤做镇三山。,镇三山 黄信.png
水浒传,险道神 郁保四,,青州强盗，身高一丈，膀大腰圆，当道一站，万夫莫开。所以被称为险道神。,险道神 郁保四.png
水浒传,霹雳火 秦明,,山后开州人氏，梁山一百单八将之一，在梁山排行第七位。因其性烈如火，故而有“霹雳火”的绰号。,霹雳火 秦明.png
水浒传,青眼虎 李云,,原是沂水县都头，开酒店的“笑面虎”朱富的师父，有一身好本事，打斗起来三五十人近不得身。因为眼珠是蓝色的，胡子和两鬓头发是红色的，所以人称“青眼虎”。,青眼虎 李云.png
水浒传,飞天大圣 李衮,,早先是樊瑞、项充的同伙，在徐州城外芒砀山占山为王。梁山人马攻打芒砀山时，他被公孙胜用石阵法诱入陷坑被捉，后来就归降了梁山泊。征讨方腊时，李衮阵亡。,飞天大圣 李衮.png
水浒传,高俅,,北宋末年太尉，宋徽宗时期的官员。因善蹴鞠，获宠于端王赵徽宗。官居太尉，没有战功，恃宠营私，以至于金兵来袭之时，禁军一哄而散。金兵南下侵宋之后，高俅、童贯、蔡攸等人，和宋徽宗一路南逃。,高俅.png
水浒传,高衙内,,高俅的义子，原为高俅的叔伯弟兄，为了达到自己能享富贵不择手段，不惜赖给高俅当儿子，不择手段来攀附高枝。,高衙内.png
水浒传,鬼睑儿 杜兴,,祖贯是中山府人氏，因为他面颜生得粗莽，因此人都叫他“鬼脸儿”。他身材高大，性刚烈，知恩图报，征方腊后辞官还乡与主人“扑天雕”李应一同做了富豪，善终。,鬼睑儿 杜兴.png
水浒传,黒旋风 李逵,,山东沂州沂水县人，绰号黑旋风，小字铁牛，是个黑凛凛大汉，一头蓬松黄发，脸上长满髭须，使两把板斧，力大如牛。,黒旋风 李逵.png
水浒传,鼓上蚤 时迁,,祖籍为山东高唐州，自幼练得一身好轻功，善能飞檐走壁，江湖人称“鼓上蚤”。,鼓上蚤 时迁.png
