topic,group_name,character_name
红楼梦,荣国府,莺儿
红楼梦,荣国府,袭人
红楼梦,荣国府,詹光
红楼梦,荣国府,贾代儒
红楼梦,荣国府,贾代善
红楼梦,荣国府,贾元春
红楼梦,荣国府,贾兰
红楼梦,荣国府,贾宝玉
红楼梦,荣国府,贾巧姐
红楼梦,荣国府,贾探春
红楼梦,荣国府,贾政
红楼梦,荣国府,贾敏
红楼梦,荣国府,贾环
红楼梦,荣国府,贾珠
红楼梦,荣国府,贾琏
红楼梦,荣国府,贾瑞
红楼梦,荣国府,贾赦
红楼梦,荣国府,贾迎春
红楼梦,荣国府,赵姨娘
红楼梦,荣国府,邢氏
红楼梦,荣国府,金钏儿
红楼梦,荣国府,钱华
红楼梦,荣国府,香怜
红楼梦,荣国府,麝月
红楼梦,薛家,
红楼梦,薛家,王氏(薛潘母)
红楼梦,薛家,薛姨妈
红楼梦,薛家,薛宝钗
红楼梦,薛家,薛蟠
红楼梦,贾府十二家人,
红楼梦,贾府十二家人,乌进孝
红楼梦,贾府十二家人,余信
红楼梦,贾府十二家人,包勇
红楼梦,贾府十二家人,吴新登
红楼梦,贾府十二家人,吴贵
红楼梦,贾府十二家人,周瑞
红楼梦,贾府十二家人,林之孝
红楼梦,贾府十二家人,焦大
红楼梦,贾府十二家人,王善保家的
红楼梦,贾府十二家人,王柱儿
红楼梦,贾府十二家人,赖大
红楼梦,贾府十二家人,邓好时
红楼梦,贾府私塾,
红楼梦,贾府私塾,玉爱
红楼梦,贾府私塾,秦钟
红楼梦,贾府私塾,贾代儒
红楼梦,贾府私塾,贾宝玉
红楼梦,贾府私塾,贾瑞
红楼梦,贾府私塾,香怜
红楼梦,金陵十二钗,
红楼梦,金陵十二钗,史湘云
红楼梦,金陵十二钗,妙玉
红楼梦,金陵十二钗,李纨
红楼梦,金陵十二钗,林黛玉
红楼梦,金陵十二钗,王熙凤
红楼梦,金陵十二钗,秦可卿
红楼梦,金陵十二钗,薛宝钗
红楼梦,金陵十二钗,贾元春
红楼梦,金陵十二钗,贾巧姐
红楼梦,金陵十二钗,贾惜春
红楼梦,金陵十二钗,贾探春
红楼梦,金陵十二钗,贾迎春
