topic,name,weight,note,image_name
甄嬛传,允禧,0.00488618,"慎贝勒→慎郡王。
康熙第二十一子，熙太嫔之子。成婚后母亲晋位为太妃。
性格温厚爽直，于滴血认亲一事中曾仗义执言维护甄嬛。
进宫向太后请安时邂逅奉旨进宫陪伴甄嬛的玉娆并逐渐与其相爱，誓言若无法娶得玉娆则终身不娶，终得雍正赐婚（第66集）。
和亲事件后以“忠君爱国”之名封为慎郡王（第73集）。
在果亲王与玉隐相继过世后，扶养果亲王独子元澈（第74集）。后因膝下仅得一女而无子，向乾隆奏请将元澈正式过继至其膝下（第76集）。",
甄嬛传,允禩,0.00488618,"康熙第八子，弘时之养父。
仅台词上出现，未正式登场。
雍正帝之政敌。
敦亲王允䄉被抄家前夕曾打算与允禟拱其登上帝位，并封允禟生母宜太妃为皇太后，后造反失败被削爵囚禁（第39集）。",
甄嬛传,允禵,0.00488618,"康熙第十四子，乌雅成璧之子，雍正帝之亲弟。
仅台词上出现，未正式登场。
被雍正削爵囚禁，为此太后与皇帝起争执病逝（第67集）。",
甄嬛传,允䄉,0.00488618,"粗鲁威武、直爽没头脑。
后因谋夺皇位失败被抄家，圈禁府中（第39集）。",
甄嬛传,元澈,0.00488618,"孟静娴与果郡王之子，相貌与弘曕相像。
后由慎郡王收养并承嗣（第76集）。",
甄嬛传,冯若昭,0.00488618,"人前笨嘴拙舌，实则内敛智慧，隐藏锋芒。为宫中资历较深的嫔妃，王府时期华妃房中的格格，受尽年氏的羞辱与折磨。与世无争，深受雍正及太后看重，但心中深知自己只被雍正及太后当成牵制华妃的棋子。
本质内敛沉稳、敦厚端慧亦不失机敏智慧，为人恭敬安定，耐得住气性。沈眉庄初被幽禁之时，因其细心而解救眉庄免被毒害（第15集）。后因侍奉多年，在甄嬛晋升嫔位的同日晋为妃位（第24集），表面上虽有协理六宫之权，但因皇后刻意打压并无实质影响力。
因在王府时与华妃同住，受欢宜香影响而无法生育。甄嬛决意离宫时受甄嬛所托扶养胧月公主，将其视为己出百般爱护（第46集）。甄嬛回宫后，因想留胧月公主在身边而允诺皇后陷害甄嬛一次，将槿汐与苏培盛对食之事通报皇后（第59集）。甄嬛产下双生子后对其动之以情、晓之以理，并答允将胧月公主托付给其养育直至出嫁，自此对甄嬛更加死心蹋地（第61集），时常教育胧月要对甄嬛加以敬重及维护。
大封六宫时晋封为敬贵妃（第67集）。
曾为了打压皇后，将弘时写情书给瑛贵人之事向雍正告发（第70集），却不料皇帝为了保住皇家颜面而赐死瑛贵人，并无心间接导致甄嬛、允礼及玉隐（浣碧）受牵连被怀疑筹谋篡位。
新帝登基后尊为贵太妃，为少数存活到故事最后的妃嫔之一。",冯若昭.png
甄嬛传,刘嬷嬷,0.00488618,教导新进嫔妃侍寝规矩的资深宫女。,
甄嬛传,刘畚,0.00488618,前期太医，被华妃利用诬陷眉庄假怀孕，事后被华妃灭口不成而持续逃亡。终究证实假怀孕一事，后被皇上赐死。（第24集）。,
甄嬛传,刘莲子,0.00488618,选秀的秀女之一（第1集）。为原著小说作者客串。剧中出场部分被删减。,
甄嬛传,剪秋,0.00488618,"跟随皇后多年的贴身宫女，对皇后忠心耿耿，助纣为虐。
皇后被禁足后，自作主张在甄嬛及六阿哥（弘瞻）的羹汤下鹤顶红，不慎被孟静娴误食而亡，事发后被打入慎刑司严刑拷打，坚不吐实（第71集）。",剪秋.png
甄嬛传,博尔济吉特贵人,0.00488618,蒙军镶红旗出身（第2集）。仅台词上出现，未正式登场。,
甄嬛传,卫临,0.00488618,"太医。
温实初之徒，后期太医院之首。个性谨小慎微、善察言观色。
甄嬛后期得力助手。
安陵容怀孕时随甄嬛前往探视并发觉安陵容的孩子生不下来的真相，并在安陵容使用迷情香一事被揭发时，指出其提供的舒痕胶是甄嬛初次小产的主因（第68集）。
在甄嬛指示下持续供应朱砂与安陵容留下的迷情香给叶澜依，放任雍正纵情声色、日渐衰弱（第75集）。",
甄嬛传,叶澜依,0.00488618,"驯兽女出身，后为圆明园中百骏园驯马女。被雍正看中入宫，封为答应（第51集）。
因独来独往、孤傲冷淡，而不被太后与后宫众人喜欢。雍正得知其被齐妃所害导致没有生育能力，晋位贵人，赐号“宁”（小说封号为“滟”）（第52集），于大封六宫时晋封为宁嫔（第67集）。
在圆明园时曾因重病之际得允礼请来太医医治而对其钟情一生，被选为嫔妃入宫时只觉绝望心死，不想生下雍正的孩子而暗自服用避孕药。中秋家宴时误以为甄嬛背叛允礼感情，遂利用自养的猫吸引猫群袭击甄嬛而惊动其胎气，却无意给甄嬛借口“早产”诞下实已足月的龙凤胎（第60集）。
后又将甄嬛引至僻静处欲以匕首暗杀，但看到甄嬛戴的珊瑚手钏得知允礼与甄嬛仍真心相爱而罢手（第61集），并因爱屋及乌转而暗助甄嬛。
滴血验亲事件中，将自己宫里的腰牌借给小允子与玉娆去甘露寺请莫言来为甄嬛作证解围（第63集）。
允礼被害后与甄嬛联手复仇，以安陵容留下的迷情香配合朱砂缓慢毒害雍正（第75集）。雍正崩逝后，割腕自尽追随果郡王而去（第76集）。",
甄嬛传,吉祥,0.00488618,"端妃贴身宫女，尽心护主，曾被周宁海踢了一脚。
安陵容小产后，在皇贵妃指示下暗中收集安陵容炮制迷情香的证据，并向皇后与雍正告发。（第68集）。",
甄嬛传,含珠,0.00488618,敬妃侍女。,
甄嬛传,周宁海,0.00488618,"华妃亲信太监，腿脚不灵便，心狠手辣。
后被打入慎刑司，供出华妃诸多罪行（第40集）。",周宁海.png
甄嬛传,品儿,0.00488618,碎玉轩之宫女。甄嬛出宫后被派去伺候敬妃（第46集）。,
甄嬛传,夏冬春,0.00488618,"包衣佐领之女，与甄嬛同时选秀入宫，家世雄厚，为人高傲任性、短视愚蠢。
在选秀时故意刁难安陵容，入宫后又与安陵容处处作对。
为讨好皇后而得罪华妃，后因被安陵容言语讥讽惹怒欲出手殴打时被华妃撞见，被华妃下令以宫刑“一丈红”打成残废，后被雍正下旨打入冷宫（第3集）。",夏冬春.png
甄嬛传,夏刈,0.00488618,皇帝的爪牙，血滴子统领。后因奉雍正命彻查六阿哥身世，被甄嬛派遣小允子将之暗杀（第76集）。,
甄嬛传,如意,0.00488618,敬妃侍女。,
甄嬛传,姜忠敏,0.00488618,"内务府副总管，黄规全被罢免后继位总管一职。
后因甄嬛封妃时拿纯元皇后旧服给甄嬛，触怒雍正而被杖毙。",
甄嬛传,孙妙青,0.00488618,选秀的秀女之一。苏州织造孙株合之妹，年十六。在太后以猫试探甄嬛时惊叫出声，以殿前失仪为由被皇帝勒令永不得再选秀（第2集）。,孙妙青.png
甄嬛传,孙竹息,0.00488618,"太后贴身宫女，忠诚善良。
保管着太后不得廢后的遗诏，在雍正意欲废后时出面阻止（第71集）。",
甄嬛传,孙答应,0.00488618,"仅台词上出现，未正式登场。
于雍正重病之时与侍卫私通被敬妃与欣嫔发现，被雍正下令五马分尸（第75集），事后并未交代甄嬛如何处置。",
甄嬛传,孟静娴,0.00488618,"果郡王侧福晋、沛国公之女、元澈之生母
长年爱慕允礼，身体病弱。
因听闻果郡王将娶玉隐为侧福晋，伤怀之下一病不起，在其父亲向皇上恳求下获赐婚，与玉隐于同日嫁入果郡王府为侧福晋。初时因身体病弱无甚存在感，但逐渐康复后因学识教养较好而相对受到器重，后更设计灌醉允礼而成功怀孕。
因在家宴上误食剪秋掺在六阿哥羹汤内的鹤顶红，产下一子元澈后毒发身亡（第71集）。",
甄嬛传,季惟生,0.00488618,"原钦天监副监正，后擢升为钦天监监正。
由甄嬛与沈眉庄所安插，藉天象不着痕迹地打压了安陵容。",
甄嬛传,安比槐,0.00488618,"安陵容之父，正八品松阳县丞。
仅于对白中出现过，人物未正式登场。
女儿陵容以冰嬉复宠后被封为从四品知府。
瓜尔佳氏一族垮台后，任官期间贪污受贿之事被告发而下狱（第66集），陵容小产后获得赦免并受赐黄金百两返乡养老；但不久陵容所有罪行被揭发，终遭皇帝下令处斩（第68集）。",
甄嬛传,安陵容,0.00488618,"和甄嬛、沈眉庄选秀相识，一同入宫。
其父安比槐任官前曾为香料商人，生母林秀曾为苏州绣娘，故擅长制香与刺绣。
父亲安比槐官职不高仅为正八品松阳县丞，故常遭欺凌轻视。表面温顺可人，但心思细密、敏感多疑、思想负面，后性情逐渐转变为阴险毒辣、忘恩负义，心机颇深。
原与甄嬛和沈眉庄情同姊妹，前期因与二人交好而多番受到华妃的羞辱故而深恨华妃，并扎小人诅咒华妃，但不慎被皇后发现，而被皇后抓住把柄，（第21集）最后终在皇后多番挑拨及设计下，为自身利益背叛甄嬛并投靠皇后，心理亦逐渐扭曲，多次设计陷害甄嬛和眉庄。虽然投靠皇后，但实则痛恨皇后不让她生育。
歌声动人，但患有喉疾，于皇后照料及训练之下，以歌声打动雍正，陆续晋封为常在（第16集）以至贵人（第31集）。
于甄嬛将晋封为莞妃时晋为安嫔，为延禧宫主位（第43集），下有贞嫔与康常在。
后被甄嬛与眉庄设计，被钦天监季惟生暗指为不祥之人（第58集），又因祺贵人和皇后先后陷害，致使声音沙哑不能恢复而失宠（第61集）。遂改以息肌丸维持体态，苦练冰嬉，并于除夕献技博取雍正注意、重又复宠。
后因父亲贪污事发被囚，于养心殿外脱簪待罪两天两夜欲求皇上宽恕父亲不成，为救父亲使用皇后的催孕药方强行怀孕，在皇后请求下晋为妃位。但在甄嬛介入下其封号被定为意带嘲讽的鹂妃，又因皇帝大封六宫，反令晋封一事使其备感受辱（第67集）。
因其长期在皇后紧盯下服用避孕汤药，又以内含大量麝香的息肌丸维持体态，身体早已不适合生育，孩子无法撑到足月生产。原与皇后共谋欲将流产之事嫁祸给甄嬛，却被甄嬛识破并反施计让其与雍正同房时流产（第68集）。随后又遭皇贵妃揭发长年使用迷情香魅惑皇帝，并牵扯出曾以舒痕胶陷害甄嬛流产及遣宫女通风报信间接害眉庄难产而死，被震怒的雍正下旨终身禁足延禧宫并每日被人掌掴。
后请求与甄嬛相见，道出多年恩怨，服食大量苦杏仁（含氢氰酸）自尽。临终前向甄嬛说出“皇后杀了皇后”以暗示纯元皇后的死因（第68集）。
封号为“鹂”，甄嬛建议雍正以此封号赞赏安陵容余音绕梁的歌声，实为讽刺不外乎是皇帝豢养的一只黄鹂。",安陵容.png
甄嬛传,宜太妃,0.00488618,"先帝之宠妃，恒亲王允祺、奕郡王允禟生母。
仅台词上出现，未正式登场。
乌雅成璧之死敌。
敦亲王允䄉被抄家前夕曾打算与其子允禟拱允禩登上帝位，并封其为皇太后（第39集）。",
甄嬛传,宝鹃,0.00488618,安陵容贴身宫女，爱挑拨离间。安陵容被揭发后，被皇帝下令杖杀（第68集）。,
甄嬛传,宝鹊,0.00488618,安陵容之宫女，被指使告知眉莊甄嬛和温实初被控有染一事，使其受惊而难产，被皇帝下令乱棍打死（第64集）。,
甄嬛传,富察·琅嬅,0.00488618,"宝亲王嫡福晋→皇后。
察哈尔总管之女，弘历嫡福晋。
弘历登基后被封为皇后（第76集）。",
甄嬛传,富察贵人,0.00488618,"满军正白旗出身（第2集），与甄嬛同届选秀入宫，入宫初期颇得圣宠。自大傲慢、恃宠而骄但性格懦弱胆小，害怕鬼神之说。与齐妃交好，看不起身为答应的安陵容，嫉妒甄嬛得宠并与之为敌，依附皇后。
曾一度怀孕，但在皇后的暗示下，被安陵容以香气设计被猫扑倒以致小产（第25集）。
后在甄嬛、华妃相继失宠后，怂恿齐妃责罚并羞辱甄嬛（第33集），甄嬛复宠后被报复，以人彘故事吓疯，被雍正下旨囚禁于宫中（第35集）。",
甄嬛传,小允子,0.00488618,"宫内派给甄嬛的太监，行事机灵谨慎，因在四执库当差的亲兄生病，甄嬛不舍便允诺他暂时离开去照顾兄长，自此对甄嬛死心蹋地，誓言终身侍奉以报大恩（第4集）。
因身份缘故不能随甄嬛出宫伺候，而被甄嬛发配到了存菊堂伺候眉庄（第46集）。甄嬛回宫后于永寿宫继续服侍甄嬛（第56集）。
身怀多项技能，曾以剪纸剪出唯妙唯肖的甄嬛小像（第5集）、在御花园一角为甄嬛建造秋千（第6集）、于深夜假扮女鬼将丽嫔活活吓疯（第11集）、瞒着宝鹃用银耳针橇开安陵容宫里上锁的香料盒（第67集），乃至擒杀为雍正暗中办事的夏刈（第76集）。
在为美国播出版本补拍的片段中，于数十年后仍在贴身侍奉年迈的皇太后甄嬛。",
甄嬛传,小印子,0.00488618,"碎玉轩之太监，康禄海之徒，随康禄海背叛甄嬛投奔丽嫔。
后被余氏利用与花穗串通毒害甄嬛，事发后被雍正下令杖毙（第10集）。",
甄嬛传,小厦子,0.00488618,苏培盛徒弟，皇上御前太监。曾受余莺儿欺负鄙视，当后者被贬为官女子进而赐死时，亲手以弓弦将其绞死。,
甄嬛传,小荷子,0.00488618,碎玉轩之太监，康禄海之徒，随康禄海背叛甄嬛投奔丽嫔。,
甄嬛传,小贵子,0.00488618,安陵容手下太监。受指使将甄远道入狱的消息告知当时被禁足的甄嬛，并去牢房投鼠使甄远道染鼠疫命危（第45集）。,
甄嬛传,崔槿汐,0.00488618,"从前侍奉过太妃。
以前曾受过纯元皇后帮忙，故而一开始对容貌有几分相似的甄嬛颇为照顾，但后来亦被甄嬛的性情折服而全心全意效忠甄嬛。
心细且忠于甄嬛，有勇有谋、智勇双全，是甄嬛的心腹亦是甄嬛的心灵导师。后为了让甄嬛顺利回宫，与苏培盛结为私自对食，原是苏培盛的一厢情愿，后来因苏培盛在慎刑司受尽拷打也不供出自己而被打动。
对食之事因敬妃禀报而东窗事发，曾一度进慎刑司受刑，后被雍正宽恕仅罚一年月例小惩大戒（第59集）。甄嬛诞下双生子后，获雍正赐婚予苏培盛（第60集）。
是唯一自始至终陪伴甄嬛的人。",
甄嬛传,年世兰,0.0475315,"年羹尧之妹，曾为皇后之下第一人，风光一时。为宫中资历较深的嫔妃，握有协理六宫之权，爱好奢华。圣宠隆重，恃宠而骄，与皇后分庭抗礼。心狠手辣，骄横跋扈，性格刚烈不屈。深爱皇帝，仇视任何得宠的嫔妃。
与皇后、甄嬛为敌，数次陷害眉庄，长期使用雍正所赐的香料“欢宜香”而不孕。王府时期曾一度有孕，后喝下端妃所进之安胎药（为雍正借端妃之手而得计；实为太后亲手配制之堕胎药）导致滑胎，因而痛恨端妃，对端妃羞辱报复不止。
曾命周宁海推眉庄入千鲤池欲害其性命未果（第9集），并命余氏在甄嬛的药里下慢性毒药（第10集）。后陷害眉庄假孕（第15集），将沾有时疫的茶杯命周宁海给被禁足的眉庄使用，使其染上时疫（第23集）。雍正得知后本欲褫夺封号降为贵人，后改为褫夺封号降为嫔，但其指使江太医偷取温太医治疗时疫药方使宫中疫情稍有遏制而将功赎罪，故未降其位份与褫夺封号，恢复其协理六宫之权（第24集）。
因无意间被淳常在发现其收取贿赂，命周宁海推淳常在入荷花池将其灭口（第27集）。
因年羹尧父子平定青海有功，晋封贵妃（第28集），后在皇后与安陵容设局嫁祸之下间接害甄嬛小产，而被褫夺封号，降为妃（第30集）。
后雍正为令年氏一族放松警戒，在甄嬛建议下恢复华妃封号（第36集）。
年羹尧失势后，被曹琴默告发多项恶行，再次被褫夺封号，贬为答应（第40集）。
为报复甄嬛，指派肃喜纵火焚烧碎玉轩，事发后被打入冷宫赐死。原不愿就死，却被甄嬛告知其多年不孕的真相而彻底绝望，撞墙而死（第42集）。死后以贵妃之礼下葬，谥号敦肃。
于大封六宫时追封为皇贵妃（第67集）。",年世兰.png
甄嬛传,年兴,0.00488618,"年羹尧之第三子。
仅于对白中出现过，人物未正式登场。",
甄嬛传,年富,0.00488618,"年羹尧之次子。
仅于对白中出现过，人物未正式登场。",
甄嬛传,年斌,0.00488618,"年羹尧之长子
仅于对白中出现过，人物未正式登场。",
甄嬛传,年羹尧,0.00488618,华妃之兄，西北抚远大将军，嚣张跋扈、战功赫赫。后因居功自傲、屡屡僭越，又因曾与意图叛变失败被囚的敦亲王过从甚密而引起皇帝忌惮，而被借故接连贬官；然其野心不死而一再激怒皇帝，终被下令自尽（第40集）。,年羹尧.png
甄嬛传,康常在,0.00488618,"第56集登场，故事中并未提及角色姓名。甄嬛离宫期间册封之嫔妃，与贞嫔交好。爱惹是非。不甚得宠。
在安陵容失宠时和贞嫔至延禧宫胡闹（第61集）。
于滴血验亲一事上与贞嫔瞎起哄而被罚俸六个月（第63集）。
于大封六宫时未得晋封，在安陵容小产之后打扮的花枝招展请安而被皇帝训斥（第68集）。",
甄嬛传,康禄海,0.00488618,"碎玉轩首领太监。
为人势利，因甄嬛初入宫时得病，久不得宠而投靠丽嫔。甄嬛得宠后又想回到甄嬛身边而被丽嫔训斥。",
甄嬛传,弘历,0.00488618,"四阿哥→宝亲王→乾隆帝。
雍正帝之庶子，为圆明园中相貌鄙陋之宫女李金桂所生，出身卑微，幼时遭雍正所厌恶，故在圆明园长大，儿时受到时为莞嫔的甄嬛关怀，因而自小对甄嬛产生感恩之心。甄嬛离宫期间曾因伤心担忧至碎玉轩门外观望。
开蒙最晚但天资最高，勤奋好学，因而曾一度遭到皇后暗中毒害未果（第54集）。
后因太后向雍正进言，使甄嬛得假其生母名义回宫，在宫中也有所倚靠（第56集）。对甄嬛颇有孝心，曾为甄嬛出策对付祺嫔同时稳固其在宫中的地位（第57集），及在甄嬛小产后带着炖燕窝去探望甄嬛（第71集）。
城府甚深，在甄嬛的提点下轻易扳倒三阿哥弘时，并顺利被封为宝亲王，在雍正驾崩之后即位为帝。",
甄嬛传,弘时,0.00488618,"三阿哥。
齐妃之子，因皇后的教唆，在齐妃下毒让宁贵人不孕之事以后，正式交予皇后扶养(第52集)。
爱慕瑛贵人。
误信四阿哥弘历唆使替罪臣（八皇叔、十四皇叔）及皇后求情，被雍正除去宗籍、革去黄带子并玉碟中除名、断绝父子关系，过继给允禩并交由恒亲王养赡（第71集）。",
甄嬛传,弘曕,0.00488618,"六阿哥。
与灵犀公主为龙凤胎，甄嬛与果郡王之子。
后为免遭新帝乾隆猜忌有争位疑虑，在甄嬛安排下过继至果亲王府承嗣(第76集)。",
甄嬛传,张嬷嬷,0.00488618,"在圆明园服侍四阿哥的保姆，随四阿哥一同回宫继续伺候。
替熬夜念书的四阿哥准备绿豆汤却被暗中下毒，又因四阿哥不想喝而自行饮下，中毒枉死。（第54集）",
甄嬛传,张廷玉,0.00488618,"前朝老臣，对皇帝忠心耿耿。
一心维护朝野安定，为此经常有回护皇后的言行，甚至更曾出面弹劾甄远道。
曾担心日后若年幼的六阿哥登基将使甄嬛得以干政，因而向皇帝建言仿汉武帝杀钩弋夫人之故事（第75集）。",张延玉.png
甄嬛传,徐进良,0.00488618,敬事房太监。,徐进良.png
甄嬛传,摩格,0.00488618,准噶尔汗国之新可汗，爱慕甄嬛。性格猥琐，身中蛇毒时受果郡王、甄嬛相救，却因为甄嬛指使胧月公主用摔毁的方式解开了为难清廷满朝文武的玉环，加上当时清廷用计于对准噶尔的战争中占了战场优势，原本决定向皇帝提议让甄嬛和亲换取停战，但最终仍向皇帝换取时疫药方，也否认果郡王与甄嬛有私情（第73集）。,
甄嬛传,敦亲王福晋博尔济吉特氏,0.00488618,"为人忠厚老实、端庄善良、贤慧达理。
曾在甄嬛失势时来探望（第33集），后甄嬛在敦亲王殴打言官事件中，劝雍正分别加封其儿女为贝子和公主，并令公主入宫由太后抚养，以为报答。
敦亲王遭抄家圈禁前夕，因雍正假以替太后侍疾为由，带贝子入宫而免于遭难（第39集）。事后与儿女均被贬为庶人，但得以继续留居敦亲王旧邸。（第40集）",
甄嬛传,斐雯,0.00488618,永寿宫宫女，甄嬛产后因皇帝责罚而生恨，被收买诬陷甄嬛与温实初有染，后被甄嬛下令杖毙（第63集）。,
甄嬛传,春貌,0.00488618,太后之宫女。,
甄嬛传,景泰,0.00488618,祺嫔贴身宫女。,
甄嬛传,曹琴默,0.00488618,"生性聪明狡猾，阴险狡诈，心机颇深。温宜公主生母。
原与华妃交好，为华妃对付其他妃嫔的军师。
华妃失宠时将温宜公主作为筹码，使曹贵人有苦难言、暗恨华妃，并心生叛意。
后周旋于华妃与甄嬛之间，两方都害怕得罪。
年羹尧垮台后，出面揭发华妃多样恶行，晋封襄嫔（第40集）。
后在甄嬛设计暗示下，担心华妃报复而不断进言处死华妃，太后思其背叛旧主又心狠手辣，不宜留之，故被太后与皇帝在汤药里下慢性毒药毒杀（第42集）。
封号为“襄”，因雍正对年家的惩戒，曹琴默在后宫揭发年世兰多年罪行有功，雍正以“襄”字表示曹琴默帮助此事甚多之意。",曹琴默.png
甄嬛传,朝瑰公主,0.00488618,"和硕公主→固伦公主。
康熙之女，雍正之妹，后远嫁准葛尔和亲。
仅台词上出现，未正式登场（第34集）。",
甄嬛传,李金桂,0.00488618,仅台词上出现，未正式登场。热河行宫的宫女，四阿哥生母，生产时难产而死。,
甄嬛传,桑儿,0.00488618,富察贵人贴身宫女。,
甄嬛传,梁多瑞,0.00488618,"后期内务府总管，在甄嬛回宫期间升任。
大封六宫时严惩了帮安陵容选封号的太监，并提示内务府众太监往后办事必以永寿宫的差事为最优先（第67集）。",
甄嬛传,欣嫔,0.00488618,"川蜀出身，为人直爽正直、有话直说。甄嬛入宫前曾被皇后陷害失足而小产。（第52集太后与皇后对话提及）
育有一女（第12集沈眉庄与甄嬛聊天提及），但因位份不高又不大得宠，从小只能养在阿哥所。
入宫多年，却因不擅争宠而常被糟蹋，曾被余答应擅自关押进慎刑司（第6集）。后于甄嬛即将被册为莞妃同时晋位贵人（第43集）。剧中两次晋位的原因均相同：“侍朕多年”。
前期无投靠任何嫔妃，故在宫中没有靠山，后被同居于储秀宫的主位祺嫔长期欺压，二人不和，常起口角纠纷，且时常被祺嫔争夺其宠幸。在甄嬛回宫后主动投诚，联手对抗祺嫔，并让父亲在暗中搜集安陵容父亲的罪证。
祺嫔受罚降为贵人后，如愿接掌储秀宫事务（第58集），大封六宫时晋封为欣嫔（第67集）。
新帝登基后尊为太嫔，为少数存活到故事最后的妃嫔之一。",
甄嬛传,江慎,0.00488618,"前期太医，偷温实初的药方，治疗瘟疫。为华妃党羽，后被甄嬛所揭穿，但因外界认为是其治疗瘟疫，为免争议，而被血滴子暗杀（第27集）。
江诚之兄弟。",
甄嬛传,江福海,0.00488618,"皇后身旁太监，为人圆滑，做尽坏事。
与剪秋一同被打入慎刑司，因不堪酷刑折磨而供出皇后多项罪行（第71集）。",
甄嬛传,江诚,0.00488618,"前期太医，偷温实初的药方，治疗瘟疫。为华妃党羽，后被甄嬛所揭穿，但因外界认为是其治疗瘟疫，为免争议，而被血滴子暗杀（第27集）。
江慎之兄弟。",
